Name,Y,ID
CPD_01-b,8.377,1
CPD_02-b,8.367,2
CPD_03-b,8.301,3
CPD_04-b,8.208,4
CPD_05-b,8.131,5
CPD_06-b,8.056,6
CPD_07-b,7.854,7
CPD_08-b,7.796,8
CPD_09-b,7.77,9
CPD_10-b,7.745,10
CPD_11-b,7.721,11
CPD_12-b,7.678,12
CPD_13-b,7.638,13
CPD_14-b,7.585,14
CPD_15-b,7.585,15
CPD_16-b,7.495,16
CPD_17-b,7.469,17
CPD_18-b,7.432,18
CPD_19-b,7.432,19
CPD_20-b,7.377,20
CPD_21-b,7.377,21
CPD_22-b,7.237,22
CPD_23-b,7.229,23
CPD_24-b,7.187,24
CPD_25-b,7.125,25
CPD_26-b,7.051,26
CPD_27-b,7.018,27
CPD_28-b,6.959,28
CPD_29-b,6.921,29
CPD_30-b,6.921,30
CPD_31-b,6.921,31
CPD_32-b,6.824,32
CPD_33-b,6.824,33
CPD_34-b,6.796,34
CPD_35-b,6.745,35
CPD_36-b,6.699,36
CPD_37-b,6.678,37
CPD_38-b,6.638,38
CPD_39-b,6.638,39
CPD_40-b,6.585,40
CPD_41-b,6.553,41
CPD_42-b,6.553,42
CPD_43-b,6.495,43
CPD_44-b,6.469,44
CPD_45-b,6.469,45
CPD_46-b,6.456,46
CPD_47-b,6.377,47
CPD_48-b,6.301,48
CPD_49-b,6.292,49
CPD_50-b,6.244,50
CPD_51-b,6.201,51
CPD_52-b,6.18,52
CPD_53-b,6.161,53
CPD_54-b,6.046,54
CPD_55-b,5.959,55
CPD_56-b,5.921,56
CPD_57-b,5.745,57
CPD_58-b,5.678,58
CPD_59-b,5.638,59
CPD_60-b,5.538,60
CPD_61-b,5.509,61
CPD_62-b,5.509,62
CPD_63-b,5.244,63
CPD_64-b,5.208,64
CPD_65-b,5.137,65
CPD_66-b,4.886,66
CPD_67-b,4.824,67
CPD_68-b,4.77,68
CPD_69-b,4.569,69
CPD_70-b,4.523,70
CPD_71-b,4.456,71
CPD_72-b,4.357,72
CPD_73,8.481,73
CPD_74,7.886,74
CPD_75,7.585,75
CPD_76,7.523,76
CPD_77,7.444,77
CPD_78,7.284,78
CPD_79,7.155,79
CPD_80,6.77,80
CPD_81,6.585,81
CPD_82,6.553,82
CPD_83,6.523,83
CPD_84,6.284,84
CPD_85,6.284,85
CPD_86,6.149,86
CPD_87,5.42,87
CPD_88,4.745,88
